"idVehicle","licensePlate"
76738,SNA952
98043,SNA957
73700,SNB111
99281,SNB236
99212,SNB298
81031,SNB608
79705,SNB803
76739,SNC288
97730,SNC510
106915,SNC935
46235,SND093
112423,SND093
106614,SND138
71505,SND174
109298,SND230
87878,SND260
87989,SND260
100829,SND267
111359,SND352
97877,SND397
98068,SND555
110317,SND606
110935,SND606
103515,SND654
105720,SND680
105750,SND686
98656,SND724
46257,SND743
105743,SND743
100072,SND748
106503,SND748
98370,SND749
46369,SND758
46614,SND784
102969,SND784
102293,SND793
109004,SND799
45967,SND806
97523,SND828
98267,SND831
106525,SND842
111649,SND845
76750,SND848
45878,SND851
106530,SND881
45879,SND897
110309,SND903
103649,SND905
106526,SND905
47584,SND907
106992,SND907
76752,SND909
97463,SND921
98349,SND925
47738,SND929
80757,SND944
98788,SND944
103254,SND950
106749,SND954
97940,SND956
97855,SND959
83363,SND961
73801,SND965
112253,SND966
80267,SND969
105807,SND981
112876,SND981
97612,SND985
46720,SND997
110566,SNG103
74343,SNG575
111711,SNG867
110483,SNH110
99174,SNH166
109509,SNH244
45885,SNH528
106528,SNH597
109970,SNJ848
109240,SNK 783
102294,SNK290
109818,SNK290
106439,SNK297
45961,SNK316
105210,SNK316
102172,SNK322
71551,SNK331
102173,SNK447
104819,SNK507
102149,SNK610
71333,SNK612
102842,SNK612
106560,SNK684
111939,snk746
105735,SNK783
99109,SNK895
107092,SNK895
71072,SNK914
87731,SNK947
79749,SNK995
102175,SNL042
105650,SNL042
110384,SNL042
109075,SNL076
102178,SNL079
102225,SNL081
83229,SNL091
109950,SNL336
109852,SNL930
102180,SNL964
98575,SNM000
74792,SNM088
111716,SNM127
106722,SNM152
83904,SNM179
88589,SNM182
97614,SNM195
97862,SNM248
88409,SNM281
105365,SNM281
100121,SNM291
104825,SNM449
83773,SNM510
45747,SNM544
76085,SNM598
102295,SNM630
98651,SNM660
98683,SNM674
105322,SNM684
109182,SNM797
81949,SNM941
105688,SNN074
87369,SNN075
111604,SNN079
75801,SNN093
105366,SNN159
73674,SNN169
106913,SNN177
76767,SNN180
76768,SNN182
110845,SNN202
100851,SNN220
111708,SNN220
88056,SNN264
111470,SNN264
106500,SNN356
111787,SNN397
98976,SNN412
74138,SNN460
103615,SNN464
110951,SNN540
103117,SNN592
102219,SNN594
109915,SNN628
106809,SNN712
70731,SNN729
74767,SNN733
46065,SNN752
75910,SNN753
102218,SNN765
106738,SNN767
110828,SNN767
112294,SNN771
45890,SNN801
112837,SNN864
109259,SNN963
102497,SNN994
79047,SNO019
97933,SNO092
78503,SNO124
111805,SNO149
109820,SNO150
106940,SNO196
106469,SNO212
106556,SNO283
106678,SNO300
111398,SNO347
105104,SNO375
98676,SNO385
88480,SNO495
110655,SNO499
102837,SNO518
111102,SNO523
81964,SNO525
82544,SNO525
105676,SNO541
75958,SNO575
70645,SNO617
112476,SNO617
111742,SNO670
112373,SNP109
78482,SNP692
105620,SNP844
105505,SNP851
71464,SNQ000
102298,SNQ000
109828,SNQ408
104924,SNQ616
98857,SNQ624
102299,SNQ656
109071,SNQ660
97621,SNQ803
106635,SNQ823
98553,SNQ869
104373,SNQ869
100279,SNQ897
102301,SNQ897
110388,SNQ984
111579,SNR030
97922,SNR046
97870,SNR066
88463,SNR110
25920,SNR113
111320,SNR132
73893,SNR169
110345,SNR169
87633,SNR190
62141,SNR205
88778,SNR205
111771,SNR285
102302,SNR289
109053,SNR323
80681,SNR416
112267,SNR428
112689,SNR440
97911,SNR487
102077,SNR562
103344,SNR567
84054,SNR568
86854,SNR602
98302,SNR649
105693,SNR673
74919,SNR736
108018,SNR739
102959,SNR766
102303,SNR791
81420,SNR913
111525,SNS102
102304,SNS146
88842,SNS272
112304,SNS345
97223,SNS505
97788,SNS570
73925,SNS769
106931,SNS771
102845,SNS857
105540,SNS984
109065,SNS994
110180,SNS994
75213,SNT046
46636,SNT050
88825,SNT057
88826,SNT058
88395,SNT072
111713,SNT078
100234,SNT102
71509,SNT103
87154,SNT138
103006,SNT146
98924,SNT196
98689,SNT231
110971,SNT231
47275,SNT282
98464,SNT282
97400,SNT362
112132,SNT368
88280,SNT546
87073,SNT613
71331,SNT660
107038,SNT660
45647,SNT777
80931,SNT799
109645,SNT807
112671,SNT829
45995,SNT884
45759,SNT889
112452,SNU 759
71490,SNU076
106983,SNU254
106616,SNU276
104942,SNU449
102217,SNU482
102834,SNU527
103626,SNU568
104856,SNU569
109387,SNU765
110082,SNU843
106956,SNU878
106734,SNU888
87396,SNU892
106355,SNU893
106733,SNU895
97921,SNU949
87103,SNV090
98779,SNV091
82185,SNV152
102096,SNV237
105129,SNV237
71427,SNV263
78915,SNV277
102188,SNV305
112683,SNV305
76817,SNV395
97919,SNV485
106617,SNV656
108981,SNW065
111740,SNW077
98257,SNW091
112852,SNW115
87314,SNW139
105762,SNW143
71392,SNW174
109991,SNW174
110377,SNW304
106524,SNW523
71406,SNW528
79727,SNW767
111349,SNW803
111381,SNW841
81928,SNW869
82508,SNW869
88484,SNW926
104824,SNX118
112340,SNX119
107214,SNX120
105189,SNX146
110701,SNX147
112052,SNX148
112025,SNX149
112221,SNX150
110118,SNX151
110120,SNX152
110331,SNX153
110134,SNX154
110371,SNX155
112341,SNX157
103528,SNX158
112342,SNX158
105476,SNX247
14076,SNX475
97369,SNX475
102187,SNX540
105451,snx540
73937,SNX546
75898,SNX552
74453,SNX637
98907,SNX683
105545,SNX773
47163,SNX848
105690,SNX848
98882,SNX885
97473,SNY142
79954,SNY238
110522,SNY342
105344,SNY352
112063,SNY586
105788,SNY888
112746,SNY950
105202,SNZ046
107108,SNZ047
109402,SNZ048
112227,SNZ049
110011,SNZ050
105150,SNZ122
78110,SNZ360
105000,SNZ533
111627,SOA006
99450,SOA110
87119,SOA126
99542,SOA574
106300,SOA574
88300,SOA610
109125,SOA615
76823,SOA680
105578,SOA909
106302,SOB045
110519,SOB599
88612,SOD242
79400,SOD244
109657,SOD560
76825,SOD585
75088,SOD588
76826,SOD588
105658,SOD609
46746,SOD698
107097,SOD699
89015,SOD752
87311,SOD757
80569,SOD795
88731,SOD813
87063,SOD815
110692,SOD818
112265,SOD820
108994,SOD849 
76830,SOD907
97586,SOD939
111354,SOE930
87659,SOF094
109862,SOF269
88674,SOF300
110324,SOF311
98952,SOF338
45492,SOF376
88521,SOF376
110592,SOF403
112537,SOF408
112457,SOF437
111957,SOF438
99488,SOF468
45936,SOF469
87820,SOI077
100148,SOI077
109952,SOI077
97876,SOI092
45855,SOI119
105682,SOI146
105770,SOI173
98890,SOI193
112315,SOI406
100266,SOI446
102309,SOI605
87102,SOI681
98086,SOI681
102901,SOI862
84436,SOI991
106487,SOJ638
98583,SOJ912
104807,SOJ916
99337,SOJ960
110205,SON326
88754,SON343
106224,SON343
107044,SON375
105729,SON500
109675,SON524
99360,SON536
100899,SON537
105764,SON552
106949,SON558
79666,SON581
98680,SON590
105455,SON644
99808,SON701
112007,soo034
75813,SOO159
110077,SOO310
110527,SOO354
111917,SOO495
45833,SOO553
45820,SOO642
109574,SOO698
47250,SOO737
112734,SOO825
105237,SOO983
109031,SOO983
112115,SOP002
99380,SOP020
110347,SOP054
110051,SOP061
111561,SOP150
45518,SOP278
109740,SOP365
112832,SOP395
45444,SOP454
110429,SOP513
112541,SOP532
86744,SOP547
98001,SOP782
103639,SOP954
109150,SOP954A
110304,SOP954B
78737,SOQ006
99621,SOQ008
99574,SOQ015
99886,SOQ016
111564,SOQ016
112421,SOQ479
107084,SOQ507
46229,SOQ528
88931,SOQ531
97131,SOQ533
111907,SOQ533
106545,SOQ535
99739,SOQ540
107080,SOQ540
103342,SOQ672
111418,SOQ758
99723,SOQ762
112693,SOQ763
106924,SOQ765
74818,SOQ775
71556,SOQ823
45466,SOQ841
46543,SOQ842
97731,SOQ961
108801,SOQ962
87900,SOR060
112456,SOR088
112008,SOR089
45457,SOR108
109313,SOR307
99677,SOR316
105727,SOR317
98533,SOR319
100174,SOR319
112694,SOR327
100006,SOR328
99885,SOR329
99662,SOR330
87509,SOR332
45905,SOR362
88872,SOR365
100141,SOR405
111639,SOR410
97500,SOR426
98376,SOR427
100206,SOR443
97447,SOR447
108976,SOR447
87251,SOR452
88874,SOR452
103508,SOR453
76850,SOR454
112870,SOR454
111860,SOR456
46663,SOR501
107138,SOR528
98745,SOR529
106980,SOR532
106371,SOR534
108052,SOR549
86751,SOR559
103572,SOR559
45565,SOR606
46034,SOR640
103566,SOR640
46020,SOR645
70656,SOR658
72605,SOR671
97904,SOR671
111923,SOR718
98864,SOR787
46977,SOR841
47609,SOR845
97338,SOR853
75448,SOR855
103707,SOR875
109758,SOR893
75727,SOR991
107001,SOR991
86942,SOS058
46039,SOS072
46202,SOS074
112278,SOS076
98480,SOS151
110248,SOS300
103555,SOS420
87044,SOS489
76853,SOS517
98945,SOS540
99280,SOS545
103292,SOS949
107060,SOT 072
98512,SOT016
112280,SOT016
97865,SOT025
76855,SOT031
105075,SOT031
97395,SOT053
105719,SOT058
97686,SOT063
98596,SOT067
103679,SOT072
105086,SOT073
109619,SOT079
108039,SOT081
80580,SOT099
97459,SOT101
47368,SOT133
110609,SOW029
111301,SOW051
111469,SOW242
111377,SOW252
99721,SOW386
46075,SOW414
97803,SOW414
112224,SOW429
110250,SOW442
97878,SOW513
88219,SOY139
110542,SOY196
112324,SOZ074
87681,SOZ127
45949,SOZ236
103451,SOZ394
98004,SOZ520
98768,SOZ581
75470,SOZ595
78684,SOZ804
81945,SOZ804
87909,SPC045
111528,SPC177
86668,SPD494
111830,SPD494
105728,SPD781
99074,SPH038
111380,SPH038
106705,SPI977
45690,SPI980
102223,SPJ721
112556,SPJ737
82267,SPJ828
98896,SPJ957
76010,SPK019
109251,SPK019
75053,SPK328
112859,SPK411
107116,SPK422
79690,SPK446
81053,SPK492
80364,SPK552
76241,SPK560
97977,SPK593
97942,SPK695
84378,SPK696
99128,SPK704
45928,SPK707
79665,SPK819
110209,SPK819
111898,SPK833
102832,SPK858
71349,SPK860
100213,SPK875
112325,SPK878
70968,SPK969
105745,SPL058
87554,SPL088
110927,SPL091
76869,SPL125
112097,SPL299
81670,SPL353
71365,SPL410
112646,SPL466
82953,SPL479
98993,SPL807
109865,SPM214
83774,SPM431
102561,SPM513
107132,SPM519
98089,SPM567
46279,SPM627
111397,SPM669
102568,SPM761
102569,SPM762
102570,SPM763
102573,SPM766
97883,SPM883
104837,SPN345
110925,SPN796
45569,SPO003
45841,SPO005
88128,SPO012
105242,SPO012
106744,SPO016
97532,SPO052
109979,SPO078
46925,SPO115
106334,SPO126
103431,SPO139
86611,SPO150
110279,SPO150
100258,SPO164
76258,SPO166
87964,SPO174
109380,SPO190
81896,SPO224
76877,SPO241
46155,SPO325
112515,SPO334
112279,SPO341 
106701,SPO344
109863,SPO344
106463,SPO430
47218,SPO432
103525,SPO432
81967,SPO447
99227,SPO447
104929,SPO469
105249,SPO660
105069,SPO684
109299,SPO702
45934,SPO711
111566,SPO716
109507,SPP026
97326,SPP144
109685,SPP245
106847,SPP329
70633,SPP365
84550,SPP423
112865,SPP565
109771,SPP645
102936,SPP970
107008,SPQ 931
109289,SPQ001
111555,SPQ084
74042,SPQ097
106401,SPQ146
109778,SPQ208
109877,SPQ323
107024,SPQ326
109352,SPQ433
99302,SPQ514
112491,SPQ599
110809,SPQ621
87789,SPQ677
75961,SPQ693
99339,SPQ729
112588,SPQ765
97936,SPQ857
88818,SPQ859
97851,SPQ861
76884,SPQ884
109946,SPQ898
99166,SPQ904
74674,SPQ931
75620,SPR045
99385,SPR053
106755,SPR071
112603,SPR128
102897,SPR171
109879,SPR309
109678,SPR468
110261,SPR525
110083,SPR541
86595,SPR942
73951,SPR995
112300,SPS004
45671,SPS116
89097,SPS200
106359,SPS271
84374,SPS371
109648,SPS371
100064,SPS413
108996,SPS413A
87237,SPS587
107199,SPS587
110572,SPS611
110328,sps634
103673,SPS830
47463,SPS839
75130,SPS843
45700,SPS874
99240,SPS896
82969,SPS920
107113,SPT093
98462,SPT352
105393,SPT359
81798,SPT444
105047,SPT451
109446,SPT552
111862,SPT865
109868,SPT975
109925,SPU127
106184,SPU195
109003,SPU270
100025,SPU277
46568,SPU362
76887,SPU583
110698,SPU726
109796,spu727
106737,SPU728
106498,SPU731
110919,SPU734
112544,SPU737
45860,SPU938
81482,SPU997
97893,SPV006
97937,SPV071
79098,SPV175
102782,SPV182
110342,SPV237
97354,SPV260
110678,SPV305
107093,SPV308
111973,SPV309
109731,SPV523
106542,SPV680
110807,SPV684
111457,SPV689
46773,SPV691
83055,SPV760
84365,SPV763
79527,SPV768
71186,SPV782
45582,SPV839
88524,SPW010
110232,SPW010
102951,SPW011
112150,SPW013
86965,SPW074
105345,SPW097
47187,SPW176
83272,SPW195
109860,SPW215
99422,SPW238
84009,SPW269
111869,SPW303
45698,SPW329
99437,SPW339
102879,SPW426
103471,SPW428
109155,SPW436
109340,SPW720
97072,SPW754
99264,SPX232
99377,SPX233
99223,SPX235
99445,SPX237
99261,SPX238
99444,SPX239
46824,SPX251
109906,SPX251
99269,SPX265
99446,SPX340
103291,SPX400
111490,SPX400
112416,SPX478
99653,SPX497
109015,SPX497
110702,SPX497
97935,SPX534
98886,SPX534
98305,SPX565
111625,SPX582
105732,SPX637
109651,SPX653
45927,SPX655
99350,SPX689
111745,SPX721
98744,SPX787
111817,SPX925
75420,SPX942
98217,SPX960
105449,SPX984
76891,SQA075
76892,SQA114
46348,SQA143
105378,SQA143
86620,SQA151
105654,SQA428
79005,SQA460
111652,SQA836
112824,SQA836
111403,SQA843
98397,SQA960
109292,SQB 015
99628,SQB015
109904,SQB034
97534,SQB160
73690,SQB209
99304,SQB264
109985,SQB402
99386,SQB536
97660,SQB554
88385,SQB709
110241,SQB732
99811,SQC779
111940,SQC852
103305,SQD831
110115,SQD834
111541,SQE485
110066,SQE725
81119,SQF515 
71516,SQF589
71439,SQF708
109317,SQI539
110092,SQI665
97729,SQI776
47826,SQI787
89025,SQI871
105060,SQJ836
105162,SQJ883
83423,SQJ908
98910,SQJ910
45618,SQJ916
105040,SQK518
100262,SQK660
99014,SQK715
109458,SQK787
73613,SQK911
109497,SQK911
105627,SQL096
106261,SQL192
108017,SQL435
105089,SQL721
98236,SQL801
100176,SQL863
102990,SQL863
98955,SQL873
45987,SQL948
76903,SQL948
98325,SQL948
106718,SQM000
109263,SQM015
86932,SQM055
112174,SQM057
47850,SQM077
109120,SQM098
78547,SQM109
46389,SQM112
110888,SQM112
88575,SQM114
111384,SQM130
105530,SQM135
97349,SQM144
76907,SQM172
88079,SQM172
74641,SQM175
98859,SQM178
100220,SQM178
100365,SQM229
105121,SQM229
88877,SQW134
109278,SQW150
47301,SQW153
99283,SQW245
99678,SQW281
100074,SQW334
99871,SQW336
109353,SQW355
102977,SQW493
98761,SQW499
97519,SQW536
99471,SQW575
110830,SQW575
74964,SQW619
73719,SQW654
103230,SQW700
106512,SQW719
88586,SQW746
112618,SQW753
109552,SQX548
98880,SQX628
109725,SQX753
87880,SQX755
98274,SQX791
109795,SQX818
82742,SQX904
106916,SQX905
109954,SQX990
112815,SQX997
76910,SQY069
99454,SQY069
100959,SQY069
106875,SQY069
109677,SQY069
84175,SQY110
71532,SQY152
107114,SQY167
109112,SQY167
109092,SQY169
111374,SQY197
86781,SQY228
81030,SQY264
111576,SQY296
74886,SQZ007
76035,SQZ007
79557,SQZ030
87071,SQZ035
88721,SQZ037
71054,SQZ043
81692,SQZ045
112256,SQZ059
75766,SQZ061
74286,SQZ062
109609,SQZ076
102996,SQZ263
111815,SQZ294
86763,SQZ296
103476,SQZ318
89011,SQZ320
97670,SQZ350
97671,SQZ351
109045,SQZ358
105529,SQZ359
110012,SQZ408
109891,SQZ409
110866,SRA446
105755,SRC269
112376,SRC269
87955,SRC275
103445,SRC317
81283,SRC370
98521,SRC405
88809,SRC450
112397,SRC489
46523,SRC513
71187,SRC526
45596,SRC527
103378,SRC527
103503,SRC567
47191,SRC569
76915,SRC594
103240,SRC623
98365,SRC644
86673,SRC872
107041,SRC895
111829,SRC895
97914,SRC953
88237,SRC967
88068,SRC969
109363,SRD030
71429,SRD110
82339,SRD161
112073,SRD262
76919,SRD433
99311,SRD635
105771,SRD800
109803,SRD803
97739,SRD808
103147,SRD813
112547,SRD835
111659,SRD842
106550,SRD878
89024,SRD977
112402,SRD977
76922,SRD992
106395,SRD992
98535,SRD993
112391,SRE058
98067,SRE117
88633,SRE137
102979,SRE144
76923,SRE148
98044,SRE151
110621,SRE393
97411,SRE460
76924,SRE612
79817,SRE612
105555,SRF000
71393,SRF122
46826,SRF156
71469,SRF159
97819,SRF202
111887,SRF212
98056,SRF342
104828,SRF570
109250,SRF576
74159,SRJ067
99439,SRJ919
110002,SRL154
46133,SRL164
108689,SRL231
107147,SRL258
46712,SRL289
105580,SRL289
112146,SRL307
74658,SRL310
110441,SRL342
98930,SRL344
112162,SRL344
110228,SRL384
98337,SRL467
87617,SRL483
87166,SRL485
111641,SRL485
76134,SRL529
100128,SRL577
103692,SRL579
105482,SRL624
75257,SRL660
97125,SRL671
112138,SRL671
109260,SRL709
110656,SRL710
103608,SRL714
110468,SRL730
98960,SRL733
73655,SRL750
110722,SRL770
87023,SRL827
111597,SRL827
98332,SRL836
103138,SRL861
97916,SRL865
112409,SRL882
82131,SRL883
74653,SRL902
106238,SRL903
45720,SRL906
45983,SRL951
109647,SRL973
112176,SRL980
109689,SRM026
45496,SRM027
110967,SRM046
100982,SRM053
111437,SRM055
76933,SRM058
78823,SRM058
82360,SRM063
46978,SRM073
87432,SRM092
74002,SRM143
105577,SRM148
98835,SRM187
102102,SRM187
106761,SRM262
45710,SRM270
99368,SRM283
87925,SRM286
109867,SRM286
109142,SRM322
97340,SRM334
84197,SRM335
112503,SRM344
99247,SRM347
109237,SRM361
110818,SRM396
109585,SRM399
46624,SRM427
111976,SRM444
105559,SRM453
109242,SRM454
112629,SRM461
110733,SRM470
105805,SRM497
110823,SRM505
80248,SRM523
76937,SRM541
112126,SRM587
86757,SRM589
99484,SRM599
110735,SRM656
112602,SRM679
76939,SRM729
111369,SRM741
111455,SRM767
99506,SRM800
74339,SRM801
105208,SRM824
106843,SRM828
109679,SRM836
75845,SRM839
110804,SRM839
109772,SRM845
88635,SRM847
110878,SRM852
112829,SRM859
102940,SRM888
46237,SRM894
71079,SRM900
111978,SRM900
105632,SRM922
109152,SRM936
97661,SRM943
110422,SRM944
106209,SRM969
81151,SRM993
99483,SRM993
110955,SRM998
110677,SRN003
100214,SRN009
45488,SRN028
110812,SRN029
97297,SRN049
98767,SRN052
87512,SRN053
105328,SRN071
88311,SRN073
46737,SRN100
99515,SRN100
87428,SRN103
87559,SRN120
97440,SRN121
105642,SRN125
81436,SRN141
46256,SRN153
46627,SRN156
88362,SRN179
97164,SRN179
46262,SRN261
76947,SRN271
97504,SRN291
82424,SRN301
70652,SRN328
112263,SRN332
74700,SRN337
97605,SRN337
84557,SRN364
87368,SRN364
105447,SRN364
106610,SRN372
112756,SRN372
107120,SRN382
47913,SRN391
97592,SRN391
110740,SRN393
109944,SRN405
106310,SRN414
105661,SRN418
107160,SRN418
105616,SRN431
45550,SRN463
83679,SRN544
87992,SRN547
46044,SRN548
97749,SRN548
100673,SRN570
98242,SRN605
107146,SRN608
110874,SRN641
102831,SRN645
105702,SRN646
45536,SRN648
109615,SRN649
75432,SRN658
109962,SRN690
71336,SRN710
45985,SRN750
103174,SRN750
105211,SRN755
48084,SRN789
106752,SRN789
46858,SRN795
100378,SRN795
46217,SRN804
97576,SRN810
112308,SRN837
73920,SRN870
112625,SRN870
88715,SRN918
97680,SRN948
45417,SRN954
75675,SRN954
105443,SRN966
97912,SRN968
112399,SRO008
45575,SRO027
105030,SRO027
87018,SRO045
109724,SRO055
97885,SRO086
88282,SRO108
110587,SRO108
105117,SRO146
76960,SRO199
83065,SRO217
107195,SRO230
46630,SRO238
76961,SRO238
99329,SRO247
110760,SRO253
83532,SRO255
103511,SRO255
106294,SRO265
45947,SRO279
80803,SRO279
111693,SRO285
87949,SRO359
97854,SRO389
111737,SRO395
98326,SRO422
111774,SRO444
83146,SRO457
78850,SRO488
75458,SRO546
110400,SRO55
112808,SRO560
102212,SRO664
109084,SRO664
76964,SRO670
106372,SRO671
46298,SRO739
106426,SRO769
109687,SRO769
106878,SRO889
98062,SRO890
106863,SRO918
112439,SRO928
47884,SRO950
76966,SRO950
76444,SRO959
79064,SRO989
76214,SRP034
47272,SRP087
99333,SRP145
99088,SRP176
98793,SRP217
105389,SRP284
106789,SRP300
74555,SRP313
47161,SRP328
98276,SRP328
110450,SRP410
109319,SRP432
110042,SRP481
111901,SRP493
112474,SRP493
106285,SRP503
71307,SRP505
72592,SRP549
76970,SRP604
97616,SRP604
47687,SRP610
100194,SRP610
98605,SRP618
81534,SRP643
109967,SRP661
103715,SRP686
106804,SRP699
97687,SRP757
107135,SRP809
112005,SRP819
83617,SRP857
83459,SRP859
88435,SRP859
103611,SRP859
48067,SRP861
98090,SRP886
83478,SRR065
103605,SRR065
97308,SRR724
109504,SRR724
103289,SRR733
109793,SRR749
46018,SRR764
112538,SRR766
106250,SRR869
105405,SRR877
46266,SRR878
71028,SRR878
98894,SRR878
106604,SRR881
109627,SRR919
97829,SRR926
103280,SRR943
100270,SRR950
112842,SRR952
112559,SRR973
76975,SRR976
73981,SRR978
97427,SRR985
76976,SRS008
106551,SRS008
98005,SRS117
97394,SRS147
112737,SRS189
109376,SRS206
87838,SRS209
106397,SRS263
78384,SRS265
82231,SRS298
109722,SRS317
83340,SRS377
45977,SRX020
97458,SRX024
99058,SRX047
97595,SRX060
106603,SRX098
99118,SRX181
45831,SRX217
97880,SRX362
76979,SRX379
106483,SRX767
100184,SRX849
98536,SRY020
102317,SRY078
105535,SRY302
110799,SRY643
103270,SRY645
107226,SRY725
87395,SRZ928
97898,SRZ928
102319,SRZ929
106190,SRZ929
88462,SRZ965
112305,SRZ968
110781,SSA 102
106417,SSA098
107189,SSA099
106419,SSA100
111847,SSA101
99224,SSE242
89127,SSE865
98285,SSE865
98629,SSE974
99161,SSF412
76984,SSG312
109801,SSG312
74071,SSG425
76985,SSG425
106889,SSG788
82603,SSH062
98260,SSH147
79356,SSH469
99882,SSI179
112405,SSI179
109704,SSK894
98849,SSL030
105318,SSL043
97510,SSL285
86964,SSQ016
99722,SSQ051
112468,SSQ051
105233,SSQ086
105217,SSQ089
102895,SSQ090
105494,SSQ093
76988,SSQ128
83851,SSQ128
88303,SSQ144
46715,SSQ145
104996,SSQ145
98613,SSQ156
97983,SSQ161
105781,SSQ169
83593,SSQ185
112643,SSQ201
45911,SSQ210
76989,SSQ217
97450,SSQ288
46345,SSQ308
103403,SSQ309
112059,SSQ339
110742,SSQ388
106911,SSQ399
74258,SSQ401
80933,SSQ401
100246,SSQ401
76993,SSQ406
105430,SSQ425
103244,SSQ444
108997,SSQ532
112598,SSQ532
112031,SSQ538
87457,SSQ548
105101,SSQ576
106880,SSQ576
76995,SSQ582
83697,SSQ583
111296,SSQ583
73721,SSQ639
112869,SSQ660
109156,SSQ706
106999,SSQ782
89013,SSR005
99554,SSS976
106654,SSS989
98234,SST020
106680,SST042
99598,SST056
80196,SST072
46141,SST082
84230,SST082
98452,SST243
97902,SST252
107045,SST303
45738,SST347
97807,SST766
104977,SST770
97637,SST783
71034,SST862
109727,SST886
104943,SST896
84470,SSW191
104901,SSW194
81121,SSW197
100260,SSW197
80647,SSW329
97560,SSW329
107057,SSW347
106415,SSW432
111326,SSW446
106835,SSW582
77001,SSW614
97757,SSW616
97514,SSW648
112624,SSW670
99520,SSW679
112184,SSW679
103565,SSW713
87787,SSW741
111656,SSW812
110001,SSW813
75021,SSW869
98497,SSW884
105588,SSW93
81958,SSW993
71401,SSW996
109391,SSX015
110872,SSX817
86660,SSX850
45439,SSX908
107000,SSX934
111747,SSX941
112750,SSY036
109650,SSY080
111360,ssy080
105452,SSY130
111837,SSY130
80171,SSY131
97309,SSY134
70980,SSY186
98687,SSY276
45859,SSY284
75223,SSY284
110792,ssy296
103648,SSY320
110849,SSY371
45563,SSY404
110877,SSY436
111918,SSY476
97433,SSY525
99101,SSY538
110433,SSY541
74461,SSY560
46064,SSY566
105031,SSY566
89100,SSY570
98579,SSY570
103267,SSY590
97421,SSY614
97721,SSY636
106281,SSY651
84580,SSY669
99533,SSY674
106279,SSY674
88471,SSY705
108055,SSY712
107150,SSY726
108047,SSY730
97524,SSY740
46117,SSY751
105109,SSY807
106423,SSY807
47753,SSY815
47200,SSY820
45863,SSY821
46297,SSY843
111937,SSY852
110242,SSY858
99742,SSY864
104960,SSY908
106757,SSY961
106872,SSY987
97513,SSY998
46416,SSZ009
106354,SSZ010
106237,SSZ027
97748,SSZ039
106278,SSZ047
97652,SSZ051
46884,SSZ054
46696,SSZ080
82018,SSZ080
88369,SSZ091
108987,SSZ091
102836,SSZ094
71402,SSZ110
77014,SSZ115
103140,SSZ115
105589,SSZ117
75026,SSZ124
106977,SSZ129
98263,SSZ157
70640,SSZ170
104902,SSZ179
46821,SSZ206
110972,SSZ207
109937,ssz211
105269,SSZ215
45997,SSZ257
88078,SSZ257
88370,SSZ275
111368,SSZ275
111961,SSZ275
79053,SSZ284
99478,SSZ296
98078,SSZ357
106589,SSZ358
106159,SSZ362
45603,SSZ367
45929,SSZ376
97397,SSZ376
47093,SSZ380
103643,SSZ397
46172,SSZ403
97233,SSZ403
110671,SSZ403
105623,SSZ405
106774,SSZ411
77016,SSZ415
100228,SSZ415
106135,SSZ469
111902,SSZ500
109383,SSZ505
105511,SSZ526
97393,SSZ534
97361,SSZ537
108062,SSZ537
45877,SSZ561
97420,SSZ575
107071,SSZ602
97547,SSZ697
97525,SSZ698
103233,SSZ704
103716,SSZ709
104988,SSZ713
45598,SSZ737
110948,SSZ737
97548,SSZ749
105597,SSZ768
47139,SSZ787
105825,SSZ814
106907,SSZ854
105052,SSZ864
47182,SSZ881
97415,SSZ883
47245,SSZ913
105584,SSZ913
84005,SSZ917
112831,SSZ917
107177,SSZ954
109815,SSZ968
74092,SSZ983
110641,STA 130
98006,STA028
109638,STA057
106852,STA066
105792,STA067
103521,STA090
99476,STA094
78253,STA107
106219,STA113
111489,STA116
110565,STA130
46404,STA132
110380,STA136
111412,STA165
47679,STA205
97545,STA223
102234,STA279
74999,STA378
103097,STA435
98616,STA479
103262,STA485
102967,STA497
98795,STA498
75372,STA527
110620,STA537
105544,STA557
86665,STA577
98799,STA577
107156,STA577
108133,STA584
70663,STA608
88067,STA608
111824,STA608
45939,STA620
98461,STA622
45453,STA674
78213,STA674
103452,STA703
105637,STA721
103620,STA735
103482,STA736
112728,STA736
103480,STA738
112778,STA738
97951,STA798
102210,STB342
86791,STC014
107021,STC564
107033,STD342
110835,STE053
110767,STE071
98317,STE093
109861,STE103
106412,STE272
84363,STH149
102222,STI803
81607,STI826
87646,STI832
111884,STI902
112493,STI902
111365,STI928
106492,Sti934 
88693,STI964
88933,STI974
106577,STI980
98300,STI981
103539,STI983
110257,STI983
87631,STI991
110226,STI996
108633,STJ000
97734,STJ021
112724,STJ021
86804,STJ048
104949,STJ050
87975,STJ103
105221,STJ103
103659,STJ119
107142,STJ120
100227,STJ180
79863,STM568
103188,STN286
110715,STO 209
75217,STO105
86734,STO105
110510,STO105
99890,STO209
70986,STO221
79669,STO264
78916,STO335
102949,STO362
111527,STO421
106158,STO443
45945,STO521
111705,STO522
78392,STO550
111592,STO550
47537,STO582
109560,STO586
109542,STO587
109382,STO596
111686,STO881
70738,STO911
74504,STO968
97184,STP176
86920,STP205
84413,STP452
109729,STP488
75514,STP498
110481,STP700
105667,STP719
74487,STQ450
86721,STQ450
81925,STQ504
87861,STR429
